source_idx,source_name,era_journal_name,harzing_journal_name,wos_journal_name,n_refs,n_exogenous,frac_exogenous
4210190232,Academic Review,,,Academy Review,1161,794,0.6839
4210173643,International Journal of Health Economics and Management,International Journal of Health Economics and Management,,International Journal of Health Economics and Management,9704,6637,0.6839
4210196335,"Scientific Papers of the University of Pardubice. Series D, Faculty of Economics and Administration",,,Scientific Papers of the University of Pardubice-Series D-Faculty of Economics and Administration,677,463,0.6839
2898332746,Ensayos sobre Política Económica,Ensayos Sobre Politica Economica,,,5886,4028,0.6843
44763245,International Journal of Green Economics,International Journal of Green Economics,,,2702,1854,0.6862
22585208,Advances in consumer research,Advances in Consumer Research,,,166,114,0.6867
4210205215,SA Journal of Human Resource Management,,,SA Journal of Human Resource Management,30996,21287,0.6868
117685085,The World Bank Research Observer,,World Bank Research Observer,WORLD BANK RESEARCH OBSERVER,14161,9735,0.6875
2764345595,Management Research and Practice,,,Management Research and Practice,2356,1622,0.6885
2737307029,Clío América,,,Clio America,2479,1707,0.6886
52333995,Journal of Economic Methodology,Journal of Economic Methodology,Journal of Economic Methodology,Journal of Economic Methodology,20881,14384,0.6889
135086714,Journal of Information Technology,,Journal of Information Technology,JOURNAL OF INFORMATION TECHNOLOGY,30097,20808,0.6914
99242495,Journal of Air Transport Management,Journal of Air Transport Management,,JOURNAL OF AIR TRANSPORT MANAGEMENT,66018,45693,0.6921
57667410,Annals of Operations Research,,Annals of Operations Research,,262857,182019,0.6925
4210171053,Journal of Contextual Economics – Schmollers Jahrbuch,Journal of Contextual Economics: Schmollers Jahrbuch,,,6370,4412,0.6926
4210176635,International Review,,,International Review,4350,3013,0.6926
60036207,The Journal of Credit Risk,Journal of Credit Risk,,Journal of Credit Risk,1091,756,0.6929
2764806892,Journal of Philippine development,Philippine Journal of Development,,,127,88,0.6929
4210230148,OEconomia,,,Oeconomia-History Methodology Philosophy,12584,8728,0.6936
187200255,Competition & Change,,Competition and Change,Competition & Change,21550,14999,0.696
4210175713,Economía,Economia,,Revista Economia,5528,3849,0.6963
1076045,Culture and Organization,,Culture and Organization,Culture and Organization,25385,17675,0.6963
55099511,Research in Organizational Behavior,,Research in Organizational Behavior,Research in Organizational Behavior,25143,17510,0.6964
2764830693,Environmental Economics,Environmental Economics,,Environmental Economics,6244,4350,0.6967
201731998,Local Economy The Journal of the Local Economy Policy Unit,,Local Economy,Local Economy,23709,16526,0.697
2764734295,Management Theory and Studies for Rural Business and Infrastructure Development,Management Theory and Studies for Rural Business and Infrastructure Development,,Management Theory and Studies for Rural Business and Infrastructure Development,7356,5133,0.6978
4210201278,International Journal of Operations and Quantitative Management,International Journal of Operations and Quantitative Management,,,1296,906,0.6991
4210226746,Ekonomia i Prawo,,,Ekonomia i Prawo-Economics and Law,9931,6951,0.6999
68051293,Philosophy of Management,,,Philosophy of Management,16082,11257,0.7
4210186146,Economía Agraria y Recursos Naturales,,,Economia Agraria y Recursos Naturales,11162,7814,0.7001
2764413711,Journal of International Business and Economics,Journal of International Business and Economics,,,274,192,0.7007
4210179092,International Journal for Quality Research,International Journal for Quality Research,,,13164,9226,0.7009
2765062947,Journal of food distribution research,Journal of Food Distribution Research,,,583,409,0.7015
193803878,International Journal of Human Capital and Information Technology Professionals,,,International Journal of Human Capital and Information Technology Professionals,10894,7658,0.703
165973286,The Journal of Computational Finance,,Journal of Computational Finance,Journal of Computational Finance,2140,1506,0.7037
3030835295,Economic Affairs,Economic Affairs: the journal of the IEA,,ECONOMIC AFFAIRS,11360,8005,0.7047
4210216073,Agricultural and Resource Economics International Scientific E-Journal,,,Agricultural and Resource Economics-International Scientific E-Journal,8085,5701,0.7051
155832970,International Journal of Advanced Operations Management,International Journal of Advanced Operations Management,,,2316,1640,0.7081
267729,International Transactions in Operational Research,,International Transactions in Operational Research,International Transactions in Operational Research,63178,44854,0.71
170287006,Scandinavian Economic History Review,,,SCANDINAVIAN ECONOMIC HISTORY REVIEW,9227,6552,0.7101
169712084,International Journal of Information Technology and Management,International Journal of Information Technology and Management,,,4601,3267,0.7101
162583106,Health Marketing Quarterly,Health Marketing Quarterly,,Health Marketing Quarterly,13270,9428,0.7105
4210215409,Asia Pacific Journal of Advanced Business and Social Studies,Asia Pacific Journal of Advanced Business and Social Studies,,,1497,1064,0.7108
4210200043,International Journal of Business Analytics,,,International Journal of Business Analytics,6870,4890,0.7118
2764747635,Journal of European economic history/The Journal of European economic history,,Journal of European Economic History,,66,47,0.7121
56271844,Information Systems and e-Business Management,,,Information Systems and E-Business Management,25260,18003,0.7127
83145862,History of Political Economy,,History of Political Economy,HISTORY OF POLITICAL ECONOMY,33515,23893,0.7129
4210175221,Asia-Pacific Journal of Regional Science,,,Asia-Pacific Journal of Regional Science,12980,9254,0.7129
172297888,The Review of Austrian Economics,The Review of Austrian Economics,,,23400,16685,0.713
2737009078,APUNTES DEL CENES,,,Apuntes del CENES,5521,3942,0.714
2764464146,Journal of airport management,Journal of Airport Management,,,98,70,0.7143
168387291,Asian Journal of Management Cases,,,Asian Journal of Management Cases,508,363,0.7146
4210228621,Journal of Asia Entrepreneurship and Sustainability,Journal of Asia Entrepreneurship and Sustainability,,,144,103,0.7153
2737892326,Inquietud Empresarial,,,Inquietud Empresarial,2790,1996,0.7154
165492527,The Economic History Review,,Economic History Review,ECONOMIC HISTORY REVIEW,49514,35428,0.7155
4210210207,Journal of Management Analytics,Journal of Management Analytics,,Journal of Management Analytics,12537,8989,0.717
2764754140,Journal of international economic studies,Journal of International Economic Studies,,,46,33,0.7174
4306531871,Terra Economicus,,,Terra Economicus,7696,5521,0.7174
2764904267,Tamara Journal for Critical Organization Inquiry,Tamara Journal for Critical Organization Inquiry,,,390,280,0.7179
4210213268,The Journal of Financial Market Infrastructures,,,Journal of Financial Market Infrastructures,288,207,0.7188
4210178298,INTERNATIONAL JOURNAL OF MANAGEMENT,International Journal of Management,,,6959,5008,0.7196
959550399,New Perspectives on Political Economy,New Perspectives on Political Economy,,,1964,1414,0.72
4210201520,The Japanese Political Economy,The Japanese Political Economy,,Japanese Political Economy,2881,2078,0.7213
2764690196,Journal of Choice Modelling,,,Journal of Choice Modelling,20480,14777,0.7215
2764549467,Engineering Management Research,Engineering Management Research,,,3520,2544,0.7227
2738972098,3C Empresa Investigación y pensamiento crítico,,,3C Empresa,3490,2524,0.7232
4210215609,Economics ecology socium,,,Economics Ecology Socium,2688,1946,0.724
14568501,Review of Social Economy,Review of Social Economy,Review of Social Economy,REVIEW OF SOCIAL ECONOMY,18356,13294,0.7242
4210176731,ECORFAN Journal Mexico,,,Revista Ecorfan,914,662,0.7243
10914567,International Journal of Work Organisation and Emotion,International Journal of Work Organisation and Emotion,,,3553,2575,0.7247
4210231679,Journal of Industrial Integration and Management,,,Journal of Industrial Integration and Management-Innovation and Entrepreneurship,12745,9240,0.725
4210191941,Real Estate Management and Valuation,,,Real Estate Management and Valuation,399,290,0.7268
201928713,Review of Radical Political Economics,,,REVIEW OF RADICAL POLITICAL ECONOMICS,19493,14180,0.7274
4306500644,Actualidad Contable FACES,Actualidad Contable Faces,,Actualidad Contable Faces,746,543,0.7279
48393686,Revista de historia industrial,Revista de Historia Industrial,,Revista de Historia Industrial,2349,1710,0.728
4210227272,Economic Annals-ХХI,,,Economic Annals-XXI,3308,2410,0.7285
4210240452,REVISTA PROCESOS DE MERCADO,Procesos de Mercado: revista europea de economia politica,,,6543,4767,0.7286
4210178198,Economy of Ukraine,Ekonomika Ukrainy,,,2736,1994,0.7288
182227784,Social Marketing Quarterly,Social Marketing Quarterly,,Social Marketing Quarterly,11368,8299,0.73
160156518,International Journal of Fashion Design Technology and Education,,,International Journal of Fashion Design Technology and Education,16120,11781,0.7308
4404661665,Journal of business and management.,Journal of Business and Management,,,197,144,0.731
2898363556,Econometrics and Statistics,,,Econometrics and Statistics,18467,13508,0.7315
2764837506,Indian Journal of Labour Economics,,,Indian Journal of Labour Economics,11776,8642,0.7339
2764980737,The Philippine Review of Economics,Philippine Review of Economics,,,2225,1637,0.7357
4210191619,Logistics,,,Logistics-Basel,27929,20554,0.7359
4210172834,Revista de Economía Institucional,Revista de Economia Institucional,,,6809,5037,0.7398
138712653,Homo Oeconomicus,Homo Oeconomicus,,Homo Oeconomicus-Journal of Behavioral and Institutional Economics,4990,3703,0.7421
4210192427,The Electronic Journal of Business Research Methods,Electronic Journal of Business Research Methods,,,2846,2112,0.7421
99304778,Forum for Social Economics,,,Forum for Social Economics,15438,11457,0.7421
4210188556,Revista Gestión de las Personas y Tecnología,,,Revista Gestion de las Personas y Tecnologia,358,266,0.743
136211407,Ecological Economics,,Ecological Economics,ECOLOGICAL ECONOMICS,267062,198580,0.7436
2738004809,The Journal of Philosophical Economics,,,Journal of Philosophical Economics,5497,4092,0.7444
167074060,Tijdschrift voor Economische en Sociale Geografie,,,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,27586,20549,0.7449
16530434,The European Journal of Health Economics,,European Journal of Health Economics,European Journal of Health Economics,54893,40984,0.7466
4210239166,Revista Venezolana de Análisis de Coyuntura,Revista Venezolana de Analisis de Coyuntura,,,178,133,0.7472
4210203326,A Economia em Revista - AERE,Economia em Revista,,,282,211,0.7482
4210225772,REICE Revista Electrónica de Investigación en Ciencias Económicas,,,REICE-Revista Electronica de Investigacion en Ciencias Economicas,2378,1782,0.7494
50758683,Revista de Historia Económica / Journal of Iberian and Latin American Economic History,,,Revista de Historia Economica-Journal of Iberian and Latin American Economic History,12348,9255,0.7495
4210234539,Research in Globalization,,,Research in Globalization,14134,10656,0.7539
4210219657,American Review of Political Economy,American Review of Political Economy,,,1080,819,0.7583
88020226,The Business History Review,,Business History Review,BUSINESS HISTORY REVIEW,14833,11255,0.7588
97548893,American Journal of Economics and Sociology,,,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,22003,16757,0.7616
4210228977,The Journal of Network Theory in Finance,Journal of Network Theory in Finance,,,693,528,0.7619
182519303,World Trade Review,,,World Trade Review,11534,8788,0.7619
57658676,Journal of Financial Management of Property and Construction,,,Journal of Financial Management of Property and Construction,12114,9255,0.764
99990550,Journal of Consumer Policy,,,JOURNAL OF CONSUMER POLICY,18757,14371,0.7662
4210174903,Scientific Bulletin of Mukachevo State University Series “Economics”,,,Scientific Bulletin of Mukachevo State University-Series Economics,2129,1638,0.7694
105430050,Journal of World Trade,,Journal of World Trade,JOURNAL OF WORLD TRADE,939,724,0.771
59475652,Health Care Management Science,,Health Care Management Science,,22504,17360,0.7714
9940815,International Journal of Services Operations and Informatics,International Journal of Services Operations and Informatics,,,1413,1096,0.7757
